id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
29147887,Chic One-Bedroom Apartment at YAYS Salthouse Canal,219618697,YAYS Amsterdam Salthouse Canal,,Westerpark,52.38855,4.888612,Entire home/apt,211,1,8,2021-11-14,0.20,6,359,5,Exempt
29148073,Canal View One-Bedroom Apt at YAYS Salthouse Canal,219618697,YAYS Amsterdam Salthouse Canal,,Centrum-West,52.387658501482036,4.889583282791632,Entire home/apt,263,1,1,2019-09-26,0.03,6,359,0,Exempt
29148378,Canal View Two-Bedroom Apt at YAYS Salthouse Canal,219618697,YAYS Amsterdam Salthouse Canal,,Westerpark,52.38937348337314,4.889446347556455,Entire home/apt,487,1,20,2021-07-07,0.50,6,305,8,Exempt
29148615,Two-Bedroom Apartment at YAYS Salthouse Canal,219618697,YAYS Amsterdam Salthouse Canal,,Centrum-West,52.387404308967696,4.889001643744934,Entire home/apt,435,1,11,2021-12-01,0.59,6,348,8,Exempt
29156993,Scenic Tugboat city center,14049960,Dennis,,Centrum-Oost,52.36001,4.90281,Entire home/apt,72,1,30,2021-10-10,0.71,2,0,7,0363 7C23 D9C4 2C9B F14A
29174186,Cozy apartment near Vondelpark and city center,17028825,Li,,De Baarsjes - Oud-West,52.36218,4.86589,Entire home/apt,150,1,10,2020-03-01,0.24,1,0,0,0363 5D74 F93C 1CB9 C609
29175007,Luxurious boutique studio apartment with garden,77332309,Jack & Semira,,De Aker - Nieuw Sloten,52.34248,4.79112,Private room,92,2,67,2021-12-21,1.69,1,78,11,0363 6DCB 0F11 5D96 BFAB
29181440,Spacious 3BR family rental next to Museum District,31540174,Isis,,De Pijp - Rivierenbuurt,52.35646,4.88986,Entire home/apt,300,3,5,2021-07-22,0.12,1,0,1,0363 5F0D EA0D 65C0 0DB0
29212801,Private studio in central located townhouse,14970026,Ethel,,Watergraafsmeer,52.34188,4.92073,Private room,75,1,112,2022-02-14,2.75,1,236,17,0363 C795 4B29 96D4 EF86
29230120,Light and modern studio in Jordaan area,94786135,Renate,,Westerpark,52.38209,4.87935,Entire home/apt,124,2,43,2022-03-06,1.08,1,242,12,Exempt
29251403,Amsterdam center Room Herisson,29722553,Yannick,,Centrum-Oost,52.36939,4.90386,Private room,79,3,80,2021-12-18,1.99,3,136,11,0363 8FA7 A726 E9EC 81E1
29256776,Spacious apartment in De Pijp,23687759,Ryan,,De Pijp - Rivierenbuurt,52.35272,4.90364,Entire home/apt,250,3,5,2020-01-02,0.12,1,0,0,0363 7DA0 F2E6 FFB6 A008
29258934,Cosy studio  bijzonder pand  Amsterdam- IJburg,44051824,Brigitte,,IJburg - Zeeburgereiland,52.36122,4.97921,Private room,55,1,70,2021-11-01,1.72,2,70,12,0363FA5AF913A1FD66D6
29268359,Venice Big Room Herisson,29722553,Yannick,,Centrum-Oost,52.37032,4.90575,Private room,75,3,56,2021-10-23,1.36,3,131,3,0363 8FA7 A726 E9EC 81E1
29275106,Luxurious & spacious 5* oasis,9904162,Lorin,,Buitenveldert - Zuidas,52.3271,4.86158,Entire home/apt,250,3,14,2022-03-10,0.34,1,0,4,0363 F9B5 94C2 DC30 AE67
29298781,Lovely retro room with private bathroom,2342196,Kes,,De Baarsjes - Oud-West,52.36379,4.86229,Private room,92,2,44,2021-12-04,1.07,1,123,13,0363 1153 7AF7 596F ABCC
29301817,2-Bedroom Apt in Amsterdam East by YAYS,220711664,Amsterdam East By YAYS,,De Baarsjes - Oud-West,52.37194669410688,4.8641533702192605,Entire home/apt,416,1,44,2021-12-21,1.11,4,365,22,Exempt
29302172,Wheelchair-Friendly Apt Amsterdam East by YAYS,220711664,Amsterdam East By YAYS,,De Baarsjes - Oud-West,52.37272924925944,4.863624373559571,Entire home/apt,286,1,34,2022-02-10,0.88,4,321,17,Exempt
29302385,1-Bedroom Apt in Amsterdam East by YAYS (4 pax),220711664,Amsterdam East By YAYS,,De Baarsjes - Oud-West,52.37233739957334,4.862351842190301,Entire home/apt,278,1,11,2021-09-22,0.39,4,315,5,Exempt
29302592,1-Bedroom Apt in Amsterdam East by YAYS (6 pax),220711664,Amsterdam East By YAYS,,De Baarsjes - Oud-West,52.37230580686291,4.864159078209175,Entire home/apt,326,1,185,2022-02-14,4.61,4,327,92,Exempt
29304751,Cozy Amsterdam Family house,6012116,Annelous,,Oud-Noord,52.39666,4.91655,Entire home/apt,225,4,12,2022-03-05,0.36,1,56,8,0363 2580 73CF 5BF7 4D7B
29307344,Trendy apartment which will make you feel at home!,27951211,Eelke & Erwin,,Westerpark,52.37506,4.86475,Entire home/apt,100,4,12,2020-01-03,0.29,1,0,0,0363 C244 955D 099B 573B
29322058,Private Apartment with Canal-View & Roof Terrace,5490364,Kurt,,De Baarsjes - Oud-West,52.36983,4.8651,Entire home/apt,200,1,23,2021-11-07,0.56,1,209,5,0363 6AD9 6371 3E0A ACA7
29332959,Oliver’s Suite: luxury boutique suite in the Pijp,12364777,Suzanne,,De Pijp - Rivierenbuurt,52.35422,4.88721,Private room,100,2,96,2020-08-30,2.42,1,0,0,0363 C6FE C3A7 17AB 7038
29335948,Light and cozy appartment near the city centre,221002167,Sascha,,Slotervaart,52.34908,4.8416,Entire home/apt,71,5,9,2022-03-02,0.21,1,0,2,0363 820D 9DB6 706C 37E7
29350903,The little townhouse,4029713,Otto,,De Pijp - Rivierenbuurt,52.35332,4.89381,Private room,111,3,32,2022-02-21,1.14,1,124,12,0363 7EDC 08E9 21A2 5270
29383618,2-Bedroom Apt at Amsterdam Prince Island by YAYS,221337240,Amsterdam Prince Island By YAYS,,Centrum-West,52.38296,4.88773,Entire home/apt,336,1,9,2021-07-18,0.25,4,318,6,Exempt
29383770,2-Bedroom Apt w' Terrace at Prince Island by YAYS,221337240,Amsterdam Prince Island By YAYS,,Centrum-West,52.38445,4.88746,Entire home/apt,372,1,4,2021-11-25,0.27,4,291,3,Exempt
29384046,Family Apt at Amsterdam Prince Island by YAYS,221337240,Amsterdam Prince Island By YAYS,,Centrum-West,52.38485,4.88892,Entire home/apt,381,1,2,2022-02-21,0.24,4,355,2,Exempt
29384140,Family Apt with Terrace at Prince Island by YAYS,221337240,Amsterdam Prince Island By YAYS,,Centrum-West,52.38461,4.88958,Entire home/apt,422,1,4,2021-11-14,0.44,4,351,4,Exempt
29389947,"Ideaal gelegen, mooi appartement in Centrum Oost",5996778,Jumoke,,Oostelijk Havengebied - Indische Buurt,52.36704,4.93206,Entire home/apt,140,5,7,2021-11-08,0.18,1,0,1,0363 F68E 61CD 03D8 6FFB
29435883,Family house with garden Watergraafsmeer Amsterdam,24666452,Mirjam,,Watergraafsmeer,52.35321,4.94144,Entire home/apt,130,3,8,2021-10-27,0.21,1,21,2,0363 DBC5 EE19 5FA6 0E03
29452517,Mansion next to museum and canals. 4 bedrooms.,13144908,Johan,,Zuid,52.36127,4.88209,Entire home/apt,325,2,16,2021-08-22,0.40,1,1,1,0363 A36C 98D6 EEFB 31C3
29456931,Cozy 3bed Apartment(canal view) at edge of Jordaan,81128875,Aleksandar,,Westerpark,52.3866,4.88288,Entire home/apt,540,3,15,2021-10-17,0.39,1,335,1,0363 D076 1FA0 BE9C DF32
29471672,"Ground floor Jordaan apartment, wheelchair accessible",23920538,Patricia,,Centrum-West,52.37267,4.87725,Hotel room,270,1,0,,,1,19,0,Exempt
29477986,B&B BOAT,14318799,Franka,,Centrum-Oost,52.3678,4.92339,Private room,113,3,80,2022-02-07,2.02,1,92,6,0363 4E0E CA8D 4D02 85A1
29563694,Amsterdam Riverside Sunny Rooftop Apartment,4118803,Claar,,De Pijp - Rivierenbuurt,52.34564,4.89877,Private room,110,5,0,,,1,28,0,0363 5D0C 9FA4 8166 70D9
29568363,Top Location Amsterdam 1 pers.room,12448020,Maria,,Centrum-West,52.38285,4.88322,Private room,55,5,63,2021-11-26,1.56,2,67,10,0363 C70B 9043 07E5 E28E
29578670,Modern & Light apt. in very best area: De Pijp!,57104478,Sabrine,,De Pijp - Rivierenbuurt,52.3571,4.88909,Entire home/apt,140,4,2,2019-04-27,0.05,1,86,0,03638F60FD1123794749
29604704,Very Bright and Spacious Loft Apartment in De Pijp,21273834,Peter,,De Pijp - Rivierenbuurt,52.35069,4.89704,Entire home/apt,200,2,8,2019-09-16,0.20,1,0,0,0363 3BC1 A43C FC79 DBA4
29622686,"Cozy, spacious and light appartment in ""De Pijp""",7004753,Sofie,,De Pijp - Rivierenbuurt,52.35172,4.89783,Entire home/apt,300,2,18,2021-11-16,0.46,1,360,8,0363 7C32 A3A7 40DC 79D0
29646624,Beautiful Renovated|Bright&Central Apt|W Balcony,223145241,Charlotte,,De Baarsjes - Oud-West,52.36609,4.8678,Entire home/apt,349,2,8,2022-02-20,0.20,1,174,3,0363 31AE CCBD 1774 4805
29648361,Canal view suite in centre! (perfect location),223154779,Canal View Suite,,Centrum-West,52.37719,4.89296,Private room,168,2,30,2021-10-28,0.74,1,213,7,0363 B443 A9C1 448E 11EA
29655884,Cosy 2-bedroom appt for one couple (+ 2-3 kids),16678657,Yora,,Noord-Oost,52.39077,4.95462,Private room,169,2,0,,,1,87,0,0363 EFDA 10E0 FFB3 9E5D
29678104,Modern house of 70m2 and a small garden!,69422882,Thomas,,Watergraafsmeer,52.35348,4.9451,Entire home/apt,129,4,8,2021-03-07,0.23,2,0,0,0363AA60F2234C34C481
29701331,Luxury apartment with rooftop terrace (140m2),223507896,Dylan,,De Pijp - Rivierenbuurt,52.35478,4.90439,Entire home/apt,299,2,34,2021-12-05,0.83,1,3,10,0363 06F8 532C 5B65 CA0E
29705321,"Charming, typical bright apartment - 
B&B Anne",51403934,Anne,,De Baarsjes - Oud-West,52.361416,4.86674,Private room,156,3,110,2022-02-15,2.74,1,41,17,036351600FB1AD68D5B7
29705676,Modern studio on Amsterdam houseboat,2598068,Roy,,Oostelijk Havengebied - Indische Buurt,52.3764,4.94627,Private room,120,2,62,2021-12-14,1.63,1,156,8,0363 D6CF C0AC 2B9C E0AC
29723106,Cozy apartment close to the Jordaan/city centre.,223623374,Wietse,,Westerpark,52.38225,4.87299,Entire home/apt,110,2,3,2019-10-20,0.07,1,0,0,0363 55EC 797F 0262 9A90
29730599,New beautiful Amsterdam family home + free parking,9519113,Miechiel,,Watergraafsmeer,52.35645,4.93407,Entire home/apt,147,14,8,2019-10-20,0.21,1,51,0,0363 591C 8687 F124 F721
29750219,"Nice studio apartment 
With great accessibillity",219048139,Tom,,Watergraafsmeer,52.33857,4.91858,Entire home/apt,80,3,6,2019-12-02,0.15,1,0,0,0363 A9F8 C810 1590 9736
29775727,Cuba Casa Centro Amsterdam,111895751,Amilcar Michel,,Centrum-Oost,52.37121,4.91932,Private room,90,1,22,2019-09-22,0.53,1,0,0,0363 A8BA 752A C1AD D01E
29776071,"The Old Canal House: studio, right in center !",224019594,Mark,,Centrum-West,52.37206,4.8972,Private room,132,1,209,2022-03-03,5.18,2,151,92,0363FE1BDEEB8F81D1AA
29795660,Tranquil Amsterdam Houseboat Stay,8297308,Peter_Catherine,,Bos en Lommer,52.38092,4.86146,Entire home/apt,120,5,1,2021-01-04,0.07,1,0,0,0363C6AC9357F9F2E559
29800652,Spacious & Newly-renovated 2-Bdrm Apt in Ams-West,175454731,Ayo,,Bos en Lommer,52.3786,4.85046,Entire home/apt,220,2,15,2019-11-10,0.36,1,0,0,0363 BB27 B86F FA05 7373
29818313,Spacious stylish house with garden at Noorderpark,780963,Lars,,Oud-Noord,52.39722,4.91681,Entire home/apt,160,3,9,2020-01-23,0.28,1,61,0,0363 D54A D9D0 EA48 8FF1
29836165,B&B Het Kabinet Amsterdam,223790843,Jan Willem,,De Pijp - Rivierenbuurt,52.35616,4.90086,Private room,148,2,0,,,2,239,0,0363 D0B9 864D 2280 D8B4
29845284,PRIVATE ground floor apartment in Center - Jordaan,221374705,Emmy'S Bnb,,Centrum-West,52.38748,4.8882,Private room,115,3,22,2021-12-13,0.55,2,72,3,0363E0211704A43933A1
29845425,Heerengracht 2 Bedroom Apartment 45m² Aircon,15976351,Langestraat,,Centrum-West,52.37767,4.8928,Private room,158,3,55,2021-11-23,1.41,1,20,18,0363 9B65 744D D8F5 D59E
29868977,Loft Garden Studio,224621027,Arno & Maria,,Noord-Oost,52.40393,4.94149,Private room,71,3,79,2021-12-06,1.97,1,76,11,O36392C64338B5815D36
29871927,Beautiful private studio on eco friendly houseboat,10778709,Marloes,,Oostelijk Havengebied - Indische Buurt,52.37546,4.94386,Private room,110,2,68,2022-03-06,1.75,1,15,14,0363 4BE5 DADE 4F09 F994
29874862,"Sailingship Waterwolf, unique group accomodation",5037506,Olaf,,Oud-Noord,52.39956,4.89681,Private room,529,2,25,2022-02-20,0.66,2,138,7,Exempt
29897394,"Spacious room for 2, tram 25 min to centre/sights",219229884,Thérèse,,Buitenveldert - Zuidas,52.32338,4.86945,Private room,95,1,1,2020-03-02,0.04,1,23,0,0363 F728 11C3 219B C6C6
29901220,"The Old Canal House: suite, right in center!",224019594,Mark,,Centrum-West,52.37206,4.8972,Private room,121,1,152,2022-03-01,3.77,2,265,56,0363FE1BDEEB8F81D1AA
29913161,Unique Bohemian Flat in the Pijp,56940150,Michael,,De Pijp - Rivierenbuurt,52.35045,4.89747,Entire home/apt,140,2,14,2022-01-02,0.36,1,68,3,0363 6507 8759 5889 E417
29914252,"Light, rural apartment with free bikes!",16849504,Jochum,,Geuzenveld - Slotermeer,52.38388,4.78787,Entire home/apt,86,1,103,2021-11-07,2.58,4,308,24,0363 289C 3CC2 DE61 2BA9
29919168,Green oases in the city of Amsterdam,87974972,Fleur,,Watergraafsmeer,52.353,4.93819,Private room,86,2,54,2022-02-27,1.40,3,296,6,03630D86E70F8A2A2E3E
29919544,"Wonderful, beautiful and quiet place, welcome!",87974972,Fleur,,Watergraafsmeer,52.35229,4.93761,Private room,87,2,48,2022-02-20,1.20,3,274,6,03630D86E70F8A2A2E3E
29923896,Red Tulip Studio in Heart of Amsterdam,156790830,Mila,,Centrum-West,52.37988,4.88459,Private room,102,1,108,2022-03-06,2.73,3,309,32,0363 D7D4 C192 EE8B 7125
29953708,Elegant and spacious home on Amstel River,2339287,Blair,,De Pijp - Rivierenbuurt,52.3578,4.90303,Entire home/apt,340,3,11,2019-08-28,0.28,1,148,0,0363 F3EB F5F0 C019 BBCF
29959998,Nice and accessible Amsterdam spacious flat,1369244,Rony,,De Pijp - Rivierenbuurt,52.34282,4.8952,Entire home/apt,130,20,3,2020-08-05,0.08,1,75,0,0363 571B B4F3 2C04 21DA
29961732,3 floors in the Pijp,9482375,Elizabeth,,De Pijp - Rivierenbuurt,52.35477,4.89571,Entire home/apt,224,3,3,2019-07-29,0.08,1,0,0,0363 5D82 C33B C203 799F
30026596,Small apartment in lively but quiet neighbourhood,183546093,Bart,,Oostelijk Havengebied - Indische Buurt,52.36451,4.93759,Entire home/apt,90,2,23,2020-02-16,0.58,1,4,0,0363 71D3 9AD6 08C0 EC73
30030055,Cozy & Calm apartment in the trendy East Amsterdam,56046911,Georgia,,Oud-Oost,52.358418,4.924475,Entire home/apt,189,2,3,2020-02-12,0.10,1,150,0,0363 C973 A61E 258D 17EC
30041153,a lovely place in Amsterdam,8489765,Alejandro,,Westerpark,52.38939,4.88606,Private room,117,2,93,2022-02-20,2.37,1,54,19,0363 D7F3 177D 8E90 748C
30041745,Cozy room in stylish renovated apartment,225780606,Stef,,De Baarsjes - Oud-West,52.37002,4.85277,Private room,67,3,88,2022-02-14,2.19,3,81,15,0363 DEE5 DDC9 21D1 886B
30042149,Spacious room in stylish renovated apartment,225780606,Stef,,De Baarsjes - Oud-West,52.37039,4.85395,Private room,69,3,63,2022-02-20,1.58,3,77,21,0363 DEE5 DDC9 21D1 886B
30056747,"Bright, stylish & great location near Centre",136000556,Demi,,Westerpark,52.37392,4.87251,Entire home/apt,167,1,18,2021-12-21,0.49,1,69,5,0363 0392 F979 68E7 F3F3
30059099,Light and welcoming family home,25603061,Craig,,Zuid,52.34988,4.84792,Entire home/apt,400,2,3,2020-02-23,0.08,1,0,0,0363 95AB 5378 5EA4 9612
30089759,Studio in het gezellige Amsterdam west,34846985,Lisa,,Bos en Lommer,52.37645,4.84566,Entire home/apt,100,2,14,2021-08-29,0.34,1,0,2,0363 2CD2 14D0 2858 0FCE
30100534,★A Solo Traveller's Haven★Room in rooftop apt★,3825472,Jimmy Tae Jik,,Oud-Oost,52.35981,4.91453,Private room,65,2,178,2022-02-14,4.49,2,61,26,0363 89E7 CABE BC9E CF02
30108002,"Comfortable family home, near city center",128591809,Julieta,,Noord-Oost,52.40935,4.92851,Entire home/apt,165,3,13,2021-10-28,0.34,1,145,3,0363 544A 7E9E EECA 2396
30123385,"Spacious room with water view, longer periods only",3988034,Sascha,,Oostelijk Havengebied - Indische Buurt,52.37683,4.9264,Private room,79,1,1,2019-09-15,0.03,2,241,0,0363 30E4 42C9 D395 AF0E
30140860,Grand & luxurious room in a Century old Townhouse,199638619,Roszica,,Zuid,52.35372,4.87803,Private room,104,3,85,2022-02-21,2.12,2,156,4,0363 43AE EF53 879A 1693
30141051,Luxorious garden view room - with large bathroom,199638619,Roszica,,Zuid,52.35493,4.88012,Private room,94,3,41,2022-01-03,1.03,2,165,2,0363 43AE EF53 879A 1693
30142159,Beautiful houseboat in the heart of Amsterdam,195537,Alex,,Westerpark,52.38352,4.8794,Entire home/apt,250,2,17,2020-03-09,0.43,1,0,0,0363 D635 A41D E5F1 0E88
30152254,Luxury apartment with great rooftop city views,9934252,Eline,,Oud-Oost,52.3565,4.91704,Entire home/apt,150,4,0,,,1,0,0,0363 783B E566 7AFF 92E0
30166212,Budget Studio in the Heart of Amsterdam (2pax),226622106,Short Stay Group,,Centrum-Oost,52.37231845118123,4.910633085361646,Entire home/apt,167,1,13,2021-09-12,0.42,5,332,7,Exempt
30166337,Budget Studio in Heart of Amsterdam Hub (4pax),226622106,Short Stay Group,,Centrum-Oost,52.37100680651435,4.909231914564837,Entire home/apt,178,1,24,2022-02-16,0.64,5,236,16,Exempt
30166542,Standard Studio in the Heart of Amsterdam (2pax),226622106,Short Stay Group,,Centrum-Oost,52.37289756825285,4.910670447127876,Entire home/apt,167,1,12,2021-11-17,0.34,5,329,8,Exempt
30166652,"1 Bedroom Apartment for 2 persons in the heart of Amsterdam, close to Centraal Station",226622106,Short Stay Group,,Centrum-Oost,52.37138854150039,4.909042676443947,Entire home/apt,210,1,8,2021-09-15,0.40,5,362,2,Exempt
30169743,"2 Bedroom Family Apartment in central Amsterdam, close to Centraal Station",226622106,Short Stay Group,,Centrum-Oost,52.371197627862664,4.910996870639868,Entire home/apt,568,1,107,2022-01-29,2.80,5,339,50,Exempt
30177899,Bright apartment next to Vondelpark,226533266,Laura,,Zuid,52.35618,4.85146,Entire home/apt,165,1,27,2022-03-06,0.72,1,65,7,0363 093F 62F2 4680 912C
30202932,Grande  chambre /petit dejeuner offert/Jardin,226859324,Jacqueline,,De Baarsjes - Oud-West,52.36639,4.8601,Private room,75,3,107,2022-03-07,2.69,1,122,16,0363 8260 99B6 2DBB FA2C
30202960,Betty's room,12283567,Nadja & Aydın,,Slotervaart,52.36087,4.82333,Private room,50,2,16,2020-03-06,0.39,2,0,0,0363 53AC 2B18 9FFD 46AC
30244717,GARDEN STUDIO close 2 Amsterdam airport FREE BIKES,4443833,Nova Team,,De Aker - Nieuw Sloten,52.33299,4.80352,Entire home/apt,87,1,153,2022-02-20,3.84,2,210,42,
30250279,Private room in a Historical Building! City Centre,101856083,Unsal,,Centrum-Oost,52.37103,4.91205,Private room,125,2,115,2022-02-19,2.91,1,53,19,0363 55DB 056B FF8A BA37
30261748,Amstel BNB Amsterdam Centre,111736939,Amsterdam Amstel BNB,,Oud-Oost,52.35585,4.9094,Private room,98,3,59,2022-02-19,1.49,1,93,28,0363 122B C469 757B F84E
30264925,Room with private entrance in heart of A'dam,85420364,Mewis,,Centrum-West,52.37252,4.89583,Private room,97,1,147,2022-02-18,3.80,2,130,38,0363 A06E 79E4 2D62 5D84
30265278,Beautiful room with max privacy in heart of A'dam,85420364,Mewis,,Centrum-West,52.37106,4.89581,Private room,106,1,111,2022-02-20,2.90,2,150,32,0363 A06E 79E4 2D62 5D84
30265387,Spacious (71m2) and light apartment in Amsterdam,20051404,Ward,,Oostelijk Havengebied - Indische Buurt,52.36433,4.9373,Entire home/apt,150,4,7,2019-10-13,0.17,1,0,0,0363 CA45 99A3 617F DC6D
30282572,Comfortable apartment close to Jordaan/Citycentre,224101212,Juriaan,,De Baarsjes - Oud-West,52.37284,4.87271,Entire home/apt,125,2,17,2022-03-03,0.42,1,3,4,0363 4C46 F8D2 1532 F445
30289771,Spacious 4 person apartment in Amsterdam,4361902,Yorick,,De Baarsjes - Oud-West,52.36779,4.85723,Entire home/apt,240,2,14,2022-01-14,0.35,1,2,1,0363 577E FC44 8D1F 7D97
30308981,Beautiful Houseboat,24279237,Sandra,,De Pijp - Rivierenbuurt,52.3528,4.90861,Entire home/apt,211,1,23,2022-02-20,0.66,1,9,2,0363 9018 927A BE0A DCB1
30316474,Fenelli free bikes & free parking,227640350,Sylvia,,Noord-Oost,52.38324,4.96243,Private room,89,1,40,2021-12-18,1.03,1,232,11,0363 79C7 0DC7 7AAD 736E
30356862,Sanitized! AirCon Penthouse w/view on Royal Palace,23824257,Vacation Rental Connect,,Centrum-West,52.37318,4.88985,Entire home/apt,313,3,22,2022-02-20,0.56,1,305,6,0363 9826 722E 9449 AC0F
30359891,Not your average apartment,44498272,Clement,,Zuid,52.35697,4.85934,Entire home/apt,185,4,11,2021-09-19,0.28,1,12,3,0363 CC9B 98A2 3241 7E7A
30371430,Garden Apartment Westerpark,4844634,Zoe,,Westerpark,52.37831,4.86941,Entire home/apt,120,3,34,2022-03-20,0.85,1,1,8,0363 FC58 52EF 5F77 35FD
30374406,"Private accommodation in City Centre, 2nd floor",228056341,Amar,,Centrum-Oost,52.37115,4.91163,Private room,83,2,134,2022-02-20,3.39,2,70,39,0363 CC02 61B9 0B19 9FEC
30389816,Modern and comfortable home next to city center,115026554,Margo,,IJburg - Zeeburgereiland,52.35101,4.99379,Entire home/apt,140,2,0,,,2,0,0,0363 4525 982A 20C2 CF67
30393444,Modern apartment next to city center,115026554,Margo,,IJburg - Zeeburgereiland,52.35154,4.99529,Entire home/apt,130,2,2,2019-01-02,0.05,2,0,0,0363 4525 982A 20C2 CF67
30394318,1-Bedroom Apartment in Trendy NDSM District,228217790,Short Stay Group,,Oud-Noord,52.39505,4.90377,Entire home/apt,198,1,2,2021-11-19,0.46,5,350,2,Exempt
30394651,Water View 1-Bedroom Apartment in trendy NDSM,228217790,Short Stay Group,,Oud-Noord,52.396253114303526,4.905584274386007,Entire home/apt,219,1,11,2021-09-12,0.29,5,365,4,Exempt
30394793,2-Bedroom Apartment in trendy NDSM,228217790,Short Stay Group,,Oud-Noord,52.39703657187895,4.904150430947383,Entire home/apt,240,1,20,2021-11-28,0.53,5,356,7,Exempt
30394912,"New! Exclusive Houseboat ""Bluewater  Amsterdam"".",198405490,Suzanne,,Centrum-West,52.38075,4.88625,Entire home/apt,269,2,26,2022-03-10,0.65,7,1,11,0363 4CEF CC77 B9F1 765F
30394946,Wheelchair-Friendly 2-Bedroom Apt in trendy NDSM,228217790,Short Stay Group,,Oud-Noord,52.396846797661155,4.905369950459656,Entire home/apt,363,1,0,,,5,336,0,Exempt
30395086,Large 2-Bedroom Apartment in trendy NDSM,228217790,Short Stay Group,,Oud-Noord,52.39705514353406,4.904924046048539,Entire home/apt,363,1,4,2021-11-24,0.30,5,347,3,Exempt
30400356,B &B Reijgershof “Green Room”,5137582,C.T.,,Gaasperdam - Driemond,52.31008,4.99993,Private room,85,1,4,2021-11-14,0.57,6,278,4,Exempt
30418746,Purple Tulip Studio in the Heart of Amsterdam,156790830,Mila,,Centrum-West,52.38176,4.88554,Private room,112,1,80,2022-03-06,2.01,3,312,23,0363 D7D4 C192 EE8B 7125
30442884,Stylish city apartment on Kinkerstraat,1522654,Jim,,De Baarsjes - Oud-West,52.36612,4.8634,Entire home/apt,118,2,6,2022-03-20,0.15,1,0,2,0363 2A69 7FDC 5AB1 D984
30453053,Beautiful apartment in the heart of Amsterdam Oost,1442073,Johanna,,Oostelijk Havengebied - Indische Buurt,52.36422,4.93679,Entire home/apt,130,5,6,2022-02-26,0.15,1,0,5,03634F548FE4E1508ABE
30456037,Top floor cosy family apartment in De Pijp,3256471,Dilesh,,De Pijp - Rivierenbuurt,52.35276,4.89862,Entire home/apt,120,6,11,2022-01-05,0.28,1,4,4,0363CC718E387E0D9AE6
30461243,"Comfortable deluxe room, Amsterdams best, hosted.",228692066,Charline,,Zuid,52.34902,4.87893,Private room,106,1,65,2021-03-13,1.62,1,0,0,0363 5681 8082 9BA3 1B67
30464560,Spacious and Modern Apartment in lovely Amsterdam,14706918,Marcel,,Oostelijk Havengebied - Indische Buurt,52.3593,4.93622,Entire home/apt,76,2,18,2022-03-20,0.45,1,4,3,0363 ABA5 4620 D5AB FD97
30467382,Stylish family apartment in the museums district,45057037,Alexandra,,Zuid,52.35438,4.86322,Entire home/apt,650,3,6,2019-12-30,0.15,1,25,0,0363 BF17 47E2 FB01 C583
30504115,Cosy room (& 2 bikes) in a lively neighborhood,7134355,Michiel,,Oud-Oost,52.36264,4.92591,Private room,85,1,78,2022-02-13,1.98,2,2,10,0363 2AF9 4824 9A1A EC37
30505312,Great place to discover Amsterdam & Noord,1619130,Laurens,,Oud-Noord,52.39614,4.91603,Entire home/apt,128,1,13,2021-07-11,0.34,1,46,1,0363 341A 6D95 D90C 814B
30514273,B&B Het Kabinet,223790843,Jan Willem,,De Pijp - Rivierenbuurt,52.35723,4.90015,Private room,148,1,0,,,2,240,0,0363 D0B9 864D 2280 D8B4
30551730,2 Private bedrooms in the pijp,33755999,Martin,,De Pijp - Rivierenbuurt,52.3544,4.88679,Private room,279,2,33,2022-03-06,0.85,1,181,20,Exempt
30553458,Large 2-Bedroom Apt close to Oosterpark (4pax),229196646,Amsterdam Oosterpark By YAYS,,Oud-Oost,52.3609192212874,4.925472280315879,Entire home/apt,366,1,9,2021-12-20,0.30,5,318,5,Exempt
30553701,Stylish 2-Bedroom Apt close to Oosterpark (4pax),229196646,Amsterdam Oosterpark By YAYS,,Oud-Oost,52.3592478923231,4.926931126304135,Entire home/apt,344,1,7,2021-11-13,0.20,5,298,5,Exempt
30553840,Large Studio close to Oosterpark (2pax),229196646,Amsterdam Oosterpark By YAYS,,Oud-Oost,52.35974684339659,4.925858521811421,Entire home/apt,195,1,17,2021-11-29,0.53,5,335,10,Exempt
30553943,Family 1-Bedroom Apt close to Oosterpark (4pax),229196646,Amsterdam Oosterpark By YAYS,,Oud-Oost,52.360172,4.92665,Entire home/apt,205,1,40,2022-01-16,1.05,5,341,14,Exempt
30554026,Rooftop Studio close to Oosterpark (2pax),229196646,Amsterdam Oosterpark By YAYS,,Oud-Oost,52.36039785909292,4.9275434119445105,Entire home/apt,184,1,81,2021-12-30,2.12,5,308,23,Exempt
30562707,Duplex with roof terrace in Oosterpark Amsterdam,11654284,Olga,,Oud-Oost,52.3603,4.92601,Entire home/apt,180,5,1,2019-01-01,0.03,1,0,0,0363 4F5D E00A 62C4 42D8
30685379,Stay on my comfy Sofa-bed In De-Pijp,10789364,Elina,,De Pijp - Rivierenbuurt,52.3566,4.88916,Shared room,45,1,25,2019-11-23,0.63,2,4,0,0363 3BEF 0B30 17B6 C608
30690086,Amsterdam nieuw Sloten,117820649,Mohanned,,De Aker - Nieuw Sloten,52.34609,4.80854,Private room,190,2,0,,,5,0,0,0363 DFE0 BA9A 9F3B 3F02
