id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
744574,Kiki's Penthouse Apartment,3899684,City Apartments Amsterdam,,Centrum-Oost,52.37211,4.90352,Entire home/apt,220,7,33,2021-12-18,0.34,6,66,12,0363 CDE6 97AC 4327 BE13
744659,Private luxury B&B near Amstel,3518386,Kristel,,Oud-Oost,52.35659,4.90827,Private room,103,1,136,2021-12-18,1.20,2,265,5,0363 C453 AB43 D5F5 6DAC
746067,beautiful apartment in canal house,3713242,Barbara,,Centrum-West,52.38295,4.88726,Entire home/apt,136,3,82,2021-10-17,0.75,2,66,2,0363 1B4D A947 7005 0B07
747847,nice cozy room near Vondelpark,3548522,Susanne,,De Baarsjes - Oud-West,52.36131,4.8519,Private room,60,2,40,2018-06-23,0.40,3,1,0,0363 8350 2AA2 28A1 C258
754020,Spacious Sunny Apartment - 4p,3966326,Hf,,De Pijp - Rivierenbuurt,52.34829,4.91047,Entire home/apt,165,30,70,2021-08-03,0.62,1,19,1,0363 1DC6 7A53 D958 DFA2
754613,Canal house - Heart of Amsterdam,3970753,Take & Eline,,Centrum-Oost,52.37266,4.90456,Entire home/apt,250,4,302,2022-03-02,2.73,1,71,42,0363 DBD3 72A7 CE0C B37C
755431,A special spot near the Jordaan ideal for two,3975477,Anna And Robert,,De Baarsjes - Oud-West,52.37066,4.87405,Private room,110,2,171,2022-03-06,1.65,1,193,9,0363 FB2E 260E BE6C 44C2
758475,"Central apartment 50m2, Old West Jordaan.",1387938,Mathi,,De Baarsjes - Oud-West,52.36827,4.87107,Entire home/apt,100,6,39,2020-07-11,0.35,1,0,0,0363 D3E7 CE96 D44D 9D64
759060,Spacious delightful Canalhouse,4000086,Ingo & Marlies,,Centrum-West,52.36754,4.88733,Entire home/apt,325,3,106,2021-08-20,0.95,1,9,2,0363 D4FC 15B7 5915 A042
759299,beautiful spacious appartment near Vondelpark,3548522,Susanne,,De Baarsjes - Oud-West,52.36115,4.85209,Entire home/apt,225,2,9,2020-01-19,0.10,3,190,0,0363 8350 2AA2 28A1 C258
759402,Spacious design apt. | Centre A'dam,4002861,Fleur,,Centrum-West,52.36652,4.87854,Entire home/apt,180,6,42,2020-03-07,0.42,1,97,0,0363 5234 2DDB 5E49 35EC
761411,Amsterdam sweethome - Clean Quiet Safe,4013546,Xsjong,,Noord-Oost,52.40164,4.95106,Private room,46,3,257,2022-03-07,2.26,1,355,6,0363 D4AD DCF3 E72A 56A2
768274,LOFT at Canal : special fall-break & ADE price!,3678216,J & R,,Westerpark,52.38855,4.88521,Entire home/apt,214,3,65,2022-01-02,0.63,1,123,4,0363 7A50 18E7 51D1 B7F9
768737,"Room, brandnew luxurious houseboat",3877342,Nicole,,Westerpark,52.37824,4.86826,Private room,109,2,268,2022-03-04,2.51,3,87,6,036396BE30827DDB9575
771217,Lovely Amsterdam Houseboat,4068486,Danielle,,Zuid,52.34091,4.84802,Entire home/apt,250,3,10,2019-01-02,0.13,1,0,0,0363 D807 AD6C 499A F871
771343,City Centre Room En-Suite. All Season Roof Terrace,2313061,Marcel,,Centrum-West,52.37641,4.88303,Private room,101,1,537,2022-02-18,6.14,2,106,84,0363 8C61 E9B9 5582 913E
771758,Nice and Cozy Room Offered in Amsterdam,195859,Gianni,,Slotervaart,52.34985,4.83578,Private room,44,2,189,2021-07-23,1.75,2,338,1,0363 BCBA 6311 3268 DC8C
775655,the Boathouse bed&bike A'dam centre,4091515,Karin,,Centrum-Oost,52.37026,4.89931,Private room,118,3,414,2021-08-25,3.66,2,159,5,0363 E246 20B0 E608 BF76
776288,Amsterdam Studio Garden Museumplein,3648704,Michael,,Zuid,52.35548,4.87278,Entire home/apt,120,3,243,2021-10-17,2.21,2,39,3,0363 EBCE FBA1 BD42 BA22
778820,"Spacious, bright and comfortable",4106698,Co,,De Baarsjes - Oud-West,52.35982,4.85635,Entire home/apt,110,3,2,2018-04-06,0.04,1,0,0,0363 FB65 8DE6 CA89 1A9B
780674,Beautiful apartment in city centre,4117326,Bas,,Centrum-Oost,52.36855,4.90766,Entire home/apt,149,2,31,2021-09-23,0.30,1,3,3,0363 145B 25EE AB16 EB91
782254,Beautiful apt in city center for FAMILIES ONLY,4125951,Daniela,,Centrum-West,52.37142,4.89036,Entire home/apt,399,2,52,2021-11-22,0.46,1,3,4,0363 8627 FC55 F473 7A25
785432,Amsterdam Houseboat 'Centre',2586026,Nathalie,,Centrum-Oost,52.36856,4.89896,Entire home/apt,179,2,834,2022-03-01,7.43,1,176,51,0363 9012 937A BE0A DCB1
794322,Romantic Houseboat in the center,4184910,Lydia,,Centrum-Oost,52.37048,4.90385,Private room,162,1,322,2022-02-16,2.92,1,251,10,0363 7FCD 7E75 8341 EB0E
800723,mediterranean ambiance appartment,4215174,Hinde,,De Baarsjes - Oud-West,52.36884,4.86127,Entire home/apt,150,4,18,2020-02-18,0.16,1,214,0,0363 6CD0 61EE A298 8E86
801544,Charlie + Coco's Apartment,1657181,Charlie,,De Pijp - Rivierenbuurt,52.35205,4.90267,Entire home/apt,160,2,88,2022-03-06,0.81,1,0,4,0363 B7E4 8394 0A13 58F5
802052,Sleeping in a unique ship in the center of A'dam!,4221960,Peter,,Centrum-Oost,52.36476,4.90925,Private room,114,1,939,2022-03-06,8.32,1,230,154,0363 787E FE88 DA65 E7FC
816940,Old South Lovely Garden Apartment,4290554,Joyce,,Zuid,52.35323,4.85421,Entire home/apt,85,5,61,2020-07-23,0.57,1,65,0,03632A9BE56A736890D1
818085,La Vie En Rose B&B Amsterdam Centrum Suite,3788898,Christa & Yvon,,Centrum-West,52.3767,4.8919,Private room,127,2,291,2022-03-06,3.02,1,298,44,0363 39AE 18EC 3980 3A24
818881,CANAL  APTM. WITH GARDEN IN CENTRE,4297337,Liesbeth,,Centrum-Oost,52.36123,4.89619,Entire home/apt,122,7,13,2021-08-02,0.13,1,195,1,0363 C043 2638 E06E 6A9B
834233,"B&B Mondriaan, bright and modern studio",4364462,Margot,,Centrum-Oost,52.37272,4.90418,Private room,125,3,300,2020-03-05,2.68,1,113,0,0363 02A6 5C3D 72B4 EBA2
835627,Occasional availability Centre Apt,3054367,Dorine,,Centrum-Oost,52.36899,4.91607,Entire home/apt,180,4,15,2021-07-25,0.13,1,66,1,0363 7FFF 9AB4 C585 EADB
847093,Lovely apartment @Vondelpark for families,4663170,Raoul,,De Baarsjes - Oud-West,52.3607,4.85991,Entire home/apt,150,4,46,2021-07-23,0.42,1,16,1,0363 F80D 830C 99F0 23E3
851044,HOUSEBOAT NOVA 80m2 + FREE BIKES,4443833,Nova Team,,Zuid,52.34025,4.8466,Entire home/apt,123,1,776,2022-02-18,6.95,2,168,85,0363 B559 3E8F 0F72 1573
853645,Perfect location bright cosy appt!,4398387,Joyce,,De Pijp - Rivierenbuurt,52.35327,4.88703,Entire home/apt,800,30,70,2018-04-07,0.63,1,0,0,0363 ADD7 618B A8B0 4965
854328,Lovely top 2 floors. Canal view. 3 bedr. 2 bathr.,1347048,Family Of 5,,De Baarsjes - Oud-West,52.37262,4.87342,Entire home/apt,268,7,336,2022-01-24,3.09,3,40,8,0363 24EA E258 2D93 D630
862411,Fancy apartment heart of Amsterdam,4520552,Simone,,Centrum-West,52.38139,4.88541,Entire home/apt,180,93,80,2021-06-01,0.73,1,312,1,0363 2A3E E12A B662 839B
865328,Sunny apartment Amsterdam Zuid behind Museumsquare,4543444,Trinette,,Zuid,52.35584,4.87401,Private room,130,2,122,2022-03-06,1.66,1,220,17,0363 4DBF 436A 6C12 7276
870225,Spacious apartment in 'Pijp' area,1118702,Tom,,De Pijp - Rivierenbuurt,52.35262,4.89968,Entire home/apt,180,1,92,2020-02-09,0.85,1,0,0,0363 EA8F 35D9 AA27 4BAC
874076,The Weavery Boutique Bed&Breakfast2,4614541,Driss And Bettina,,Centrum-Oost,52.361362,4.890488,Private room,135,2,51,2020-03-13,0.75,2,241,0,0363 3293 F67E 2ECB 51E9
874340,The Room Upstairs - Free parking,4615590,Marta,,Noord-West,52.42379,4.88851,Private room,80,3,330,2021-11-14,3.06,3,251,1,0363 1B8D 28E4 12E2 AC80
874688,5 BR apartment / Quiet / Garden,4585922,Alan,,Oud-Oost,52.35894,4.91171,Entire home/apt,359,4,28,2020-01-05,0.27,1,222,0,0363 7FD9 A20B AF5B 0687
877702,The Weavery Boutique Bed&Breakfast1,4614541,Driss And Bettina,,Centrum-Oost,52.36049,4.88982,Private room,129,2,44,2020-06-29,0.41,2,234,0,0363 3293 F67E 2ECB 51E9
879986,Spacious room with private bathroom,3332206,Stef,,De Pijp - Rivierenbuurt,52.3418,4.91066,Private room,89,5,527,2022-02-20,4.76,1,219,15,0363 57FA D88E 630A 3AC0
884329,"Bed & Boat, apartment on houseboat. Free Parking.",4684314,Frans,,De Aker - Nieuw Sloten,52.343079,4.788886,Private room,137,2,454,2022-03-05,4.10,1,242,27,0363 468F 67C1 8D65 D7C3
886192,Luxurious and spacious mobile home,4698057,Bjorn,,Noord-Oost,52.38462,5.01234,Entire home/apt,115,3,41,2021-09-06,0.43,1,164,1,Exempt
890288,Lux 2-bed aprt + 2 bath + 2 terrace,4724613,Cindy,,Zuid,52.35637,4.85373,Entire home/apt,299,2,40,2022-01-15,0.37,1,67,10,0363 BA28 A2B7 9DE1 64EC
890355,Apartment near city centre + canals,4579810,Zehra,,Westerpark,52.38875,4.87835,Entire home/apt,152,5,33,2020-02-09,0.46,1,0,0,0363 F901 082C 232C 9663
895684,Houseboat in central Amsterdam,4773348,Joep,,Westerpark,52.37342,4.8693,Entire home/apt,250,2,24,2021-11-14,0.22,1,286,2,0363 E61B 3003 C87D CB51
901789,Trendy apartment in Oud-West,4817958,Bastian,,De Baarsjes - Oud-West,52.36897,4.85561,Entire home/apt,120,4,82,2021-04-19,0.76,1,66,2,0363 9D12 9F5C 81B9 A170
906446,A cosy Bed and Breakfast in A'dam.,488009,Vivian,,Buitenveldert - Zuidas,52.33229,4.87431,Private room,59,2,327,2021-12-12,3.03,2,358,5,0363 707F 46F6 0246 4CB8
916096,Big central Jordaan apt + rooftop!,4917532,Nathalie,,Centrum-West,52.379,4.87909,Entire home/apt,210,4,61,2022-01-03,0.57,1,74,3,0363 D466 71D0 8A68 72BF
916850,"Urban Villa, bright and spacious!",4922720,Angela,,Noord-West,52.40666,4.90344,Entire home/apt,245,2,58,2021-08-29,0.54,1,261,3,0363 1C76 8FC3 C081 5083
917955,Cute apartment with big garden,589967,Silvy,,Westerpark,52.38772,4.88147,Entire home/apt,125,2,0,,,1,0,0,0363 8090 4E72 D932 FB0E
919131,Spacious family house in city centre,4937229,Guido,,Zuid,52.35864,4.87632,Entire home/apt,399,5,59,2022-02-26,0.54,1,9,3,0363 9FC6 9FBA 5DA9 B7CC
920560,The Guestroom in Amsterdam,4947559,Marit & Victor,,Watergraafsmeer,52.35448,4.93366,Entire home/apt,108,2,110,2022-03-05,1.39,1,258,2,Exempt
931270,Houseboat: Our little paradise in Amsterdam,4281750,Karin,,Zuid,52.3395,4.84898,Entire home/apt,139,2,305,2022-03-06,2.89,1,221,12,0363A311D909DCACEFF9
932227,Spacious & central appt + private roof terrace!,5022352,Lotte,,De Baarsjes - Oud-West,52.3709,4.85301,Entire home/apt,130,3,76,2021-10-18,0.70,1,57,4,0363 0BAE 452F 8EF6 A797
933523,Ecoluxe accommodation 'The Green Tunnel',5033331,Dianne,,IJburg - Zeeburgereiland,52.356197,4.991435,Private room,179,3,41,2022-02-17,0.43,1,132,21,0363 3DAD 7A1B DD57 EB0F
934060,"LOTUS, Classic Dutch Saling Barge",5037506,Olaf,,Oud-Noord,52.4016,4.89785,Private room,514,2,129,2020-03-15,1.20,2,132,0,Exempt
937635,The A'dam experience! Spacious Loft,5062046,Leontine,,De Baarsjes - Oud-West,52.3624,4.86575,Entire home/apt,195,3,73,2022-02-27,0.67,1,0,3,0363 38EF C17C 79C9 4D19
946142,Cozy apartment near lively neighborhood Jordaan,5102632,Madelinde,,Westerpark,52.37991,4.87414,Private room,90,3,366,2022-02-12,3.37,1,209,15,0363 3B2D EEFC CA3A 3C74
947437,"Boutique room style ,room in quiet neighborhood",5134833,Andre,,Osdorp,52.35595,4.79661,Private room,85,2,184,2020-09-13,1.77,2,358,0,0363 8300 75DC 8AD2 186A
951483,"Great house,Perfect place, S-Garden",5162447,Roland,,Watergraafsmeer,52.35149,4.92265,Entire home/apt,140,3,43,2020-02-18,0.40,1,92,0,0363 FD39 9647 61F5 72C2
954629,"Stylish, clean studio, high service",5183517,Simone,,Bijlmer-Centrum,52.32019,4.95501,Private room,72,2,7,2022-03-21,0.08,2,5,2,0363 7AA6 5489 C8E4 39CE
954633,Private studio 25m2 for two near A'dam Arena,5183517,Simone,,Bijlmer-Centrum,52.32019,4.95501,Private room,77,2,107,2022-01-30,1.12,2,252,10,0363 7AA6 5489 C8E4 39CE
957396,"Modern, spacious designer house",4794187,Diederik,,IJburg - Zeeburgereiland,52.36073,4.98005,Entire home/apt,300,3,25,2021-08-17,0.26,1,75,1,0363 D07E D620 5AB1 9CBA
963328,"All private, city center, art @home-2",538659,Wendie,,Centrum-West,52.36561,4.88492,Private room,82,3,380,2022-03-07,3.53,1,36,18,0363 6E21 00C6 27D0 F3A8
964986,"Space, glass floors & roof terrace",2633774,Daniel,,De Pijp - Rivierenbuurt,52.35531,4.90333,Entire home/apt,355,3,27,2021-11-08,0.25,1,7,4,0363 7961 2CFF 0F2D 0125
969862,Living in a houseboat on the water,5297940,Helga,,Zuid,52.34176,4.84782,Private room,95,2,167,2022-02-13,1.60,1,329,2,0363 77F9 4DBC 2E88 41C2
974240,Private Garden room,4073717,Astrid,,Zuid,52.35049,4.84686,Private room,71,2,37,2021-12-05,0.80,1,55,8,0363 8515 2BFF 0068 0947
978852,Lovely Room in nice apartment,3879155,Sjoukje,,De Baarsjes - Oud-West,52.37225,4.86262,Private room,31,3,260,2022-02-28,2.40,1,0,5,0363 70A7 0AB4 5705 B920
982907,"Clean, spacious, 2 bathroom LOFT",3971476,Sander,,Oostelijk Havengebied - Indische Buurt,52.37,4.95127,Entire home/apt,145,5,7,2019-07-20,0.07,1,4,0,0363 34EB 7F6B 4DCC 5DB3
985155,Stay in Amsterdam with a view!,5247071,Linda,,Centrum-Oost,52.37042,4.91535,Entire home/apt,150,6,33,2022-03-03,0.34,1,0,1,0363 C54F 2BCC EC9F 89D7
987355,Nice Room in Centre Amsterdam,5417945,Hamed,,Centrum-West,52.37486,4.89338,Shared room,80,2,306,2021-11-21,2.81,1,307,6,0363 E503 C481 F855 154F
995087,Waterfront B&B,4415881,Vera,,Westerpark,52.381615,4.877059,Private room,76,3,354,2022-02-10,3.51,1,65,20,0363 6931 E4DB 02D7 CC92
998754,Very large & new apartment!,5488484,Guido,,De Baarsjes - Oud-West,52.36728,4.85926,Entire home/apt,300,1,100,2022-01-22,0.91,1,0,3,0363 F7C1 A14E 3708 F599
998822,The Canal House,5489703,Edward,,Centrum-Oost,52.3643,4.89533,Entire home/apt,153,2,93,2019-11-03,0.99,1,0,0,0363 E7B9 D086 EF2D DB6B
1005026,"Nice,new app. nearby Center/Jordaan",5527871,Kyra,,Westerpark,52.37367,4.87394,Entire home/apt,200,2,46,2021-11-28,0.42,1,67,1,0363 B722 0F9E DABD D7F5
1005695,Beautiful apartment in centre,5530981,Freek,,Oud-Oost,52.35781,4.91027,Private room,129,3,47,2019-08-29,0.43,1,158,0,0363 7ECC D312 5F82 D39A
1008006,Luxury BedonBoard on Beautiful Houseboat Amsterdam,3523553,Doet,,Westerpark,52.37998,4.86959,Private room,111,3,112,2021-10-17,1.41,1,331,2,0363 B686 2FA3 2168 364E
1008223,A'dam West - room with double bed,4443157,Arne,,Slotervaart,52.36369,4.83861,Private room,44,2,544,2022-03-03,4.99,1,174,54,0363 2BC1 B5A0 68C1 3161
1018639,Canal app. 80m² Museum+shop area,4473576,Hans,,Centrum-Oost,52.36181,4.88783,Private room,136,3,41,2019-11-24,0.38,2,0,0,0363 1928 78CA 1A97 A407
1018703,Cosy studio on HOUSEBOAT with roof terrace!,125667,Michèle,,De Pijp - Rivierenbuurt,52.35099,4.886627,Private room,82,3,264,2022-02-27,2.75,2,83,28,0363 3DB9 15C1 0958 B6AA
1020477,central canal apartment,5617295,Marc,,Centrum-West,52.37811,4.89196,Entire home/apt,187,5,30,2021-12-19,0.28,1,4,2,0363 943E 8C13 49EE FF82
1021538,spacious urban home with garden,5622526,Jef & Mette,,Slotervaart,52.35166,4.83893,Entire home/apt,249,7,6,2019-08-02,0.09,1,27,0,0363 7825 110F 3238 A4AB
1025482,"Houseboat,Centre,Garden, Breakfast, Cheap parking",5646154,Reinhart,,Oud-Noord,52.38355,4.90951,Private room,101,2,606,2022-03-01,5.57,2,209,43,0363 0E7F 32B4 14AC 35E6
1037485,Two layer apartment (118m2) with roof terrace,5711109,Joosje,,De Baarsjes - Oud-West,52.36926,4.86997,Entire home/apt,295,4,16,2019-04-01,0.15,1,0,0,0363 A768 8A09 A440 B921
1038120,Big trendy family loft in city center Amsterdam,5714947,Jasper,,Westerpark,52.38865,4.88392,Entire home/apt,950,2,45,2021-11-01,0.43,1,361,1,0363 0EDA E3A3 86EC 338D
1041309,Museum square - light apartment - rooftop terrace,5732915,Martine,,Zuid,52.3543,4.88103,Entire home/apt,143,4,52,2021-12-11,0.48,1,4,3,0363 A514 A48A 5C15 66EE
1044448,"Center, 2 storey cornerhouse, 4 BR, Canalview!",5750100,Saskia,,Centrum-Oost,52.36377,4.91788,Entire home/apt,595,3,35,2019-08-16,0.33,1,319,0,0363 4145 B8AC 548A 25C5
1044452,Charming Private Studio Westerpark,5750107,Jacob & Patricia,,Westerpark,52.38912,4.87907,Entire home/apt,150,1,286,2021-09-03,2.68,1,66,1,0363 D186 C01B 1BB7 922F
1055703,FINE STAY NEAR MUSEUMS & PARC ! 4 adults or family,2712718,Sabrine,,De Baarsjes - Oud-West,52.36051,4.86451,Entire home/apt,267,7,99,2021-11-27,0.92,1,243,7,0363 352D 8415 DFBD CBF8
1057494,Lovely bright room with balcony and beatiful view!,1899420,Rosie,,Zuid,52.34746,4.87559,Private room,62,1,473,2022-03-06,4.40,2,16,18,03636DA0823945F2FF59
1064108,Cozy spacious 90 m2 Jordaan apartment,5796250,Remco,,Centrum-West,52.38302,4.8869,Entire home/apt,110,7,48,2021-12-29,0.45,14,210,4,Exempt
1068565,House along the water in Amsterdam,5878526,Petra,,IJburg - Zeeburgereiland,52.36064,4.97643,Entire home/apt,135,5,83,2021-10-22,0.77,1,329,2,0363 1FE6 D1C9 901B 5B16
1069142,300m from ROYAL PALACE for the KING,3529778,Gijs,,Centrum-West,52.37228,4.89668,Private room,159,2,347,2022-02-14,3.34,2,329,22,0363 92E1 9539 83BB 3AA7
1071414,Amstel Fab Apart Centre Quiet near Amstel Hotel,5893654,Joke,,Oud-Oost,52.35764,4.9067,Entire home/apt,135,3,357,2022-02-18,3.31,1,19,28,0363 D0FB 88EE 2A83 C4E1
1072171,Recently renewed 2 rooms apartment,5897418,Jasper,,Bos en Lommer,52.37729,4.86053,Entire home/apt,107,7,12,2018-05-15,0.11,1,66,0,03635A6F986EE1561251
1085099,Spacious&Light apt. + sunny balcony @ lively area!,2816647,Mark,,Bos en Lommer,52.37839,4.84853,Entire home/apt,200,2,93,2020-10-28,0.86,1,0,0,0363 B123 C949 F5E4 53BD
1086795,Dahli's Garden Studio Up,3899684,City Apartments Amsterdam,,Centrum-Oost,52.36218,4.89768,Private room,149,3,16,2021-12-20,0.17,6,66,5,0363 3D40 C88D 9D23 A70E
1088859,sunny artistic attic with terrace,126790,Christopher,,De Baarsjes - Oud-West,52.36688,4.87684,Entire home/apt,110,2,68,2022-01-17,0.63,1,67,4,0363C2294E845B510B56
1095819,Family home with canal view,6020988,Imke,,Oud-Oost,52.35696,4.92971,Entire home/apt,180,3,17,2019-08-09,0.24,1,0,0,0363 8FC6 B62E 3F93 583A
1100569,bright room + private roof terrace,5134833,Andre,,Osdorp,52.35622,4.79544,Private room,80,2,155,2020-03-16,1.51,2,280,0,0363830075DC8AD2186A
1102846,Bright in the centre of Amsterdam,6057160,Richard,,Centrum-Oost,52.36474,4.90273,Entire home/apt,180,3,97,2021-10-18,0.90,1,37,5,0000000000Z211908002
1104125,Open! Nice Apartment Near Center.,6064024,Jan,,De Baarsjes - Oud-West,52.36603,4.86833,Entire home/apt,125,14,52,2019-09-16,0.50,1,22,0,0363 FDBA C2AD 2B5B 1F40
1105128,Houseboat Neeltje unique experience,6063077,Stijn,,Centrum-Oost,52.37309,4.90845,Private room,150,2,384,2022-02-19,3.58,1,279,10,03636464525791D6862E
1105924,Lovely House in Amsterdam for families.,6072512,Pascale,,Watergraafsmeer,52.35339,4.94237,Entire home/apt,250,5,5,2015-09-07,0.05,1,0,0,0363 6983 4CD3 6BED E82B
1106466,"OUT OF THE CENTER, FREE PARKING&WIFI",6074859,Truus,,Gaasperdam - Driemond,52.30573,5.01471,Private room,41,2,53,2020-02-18,0.51,1,298,0,0363 117E 48F8 05B8 30FD
1109494,"Nice apartment, center Amsterdam!",5037898,Ruben,,De Baarsjes - Oud-West,52.36262,4.87304,Entire home/apt,250,2,106,2021-09-13,0.99,1,348,7,0363 52AA 615E 1287 2E91
1113862,Great spacious apartment (De Pijp),6113063,Geraldien,,De Pijp - Rivierenbuurt,52.35174,4.89701,Entire home/apt,85,5,12,2020-01-03,0.16,1,0,0,0363 0151 5AA7 8C04 02F6
1116446,DELUXE ROOM near centre easy parking!,6127483,Daniella,,Bos en Lommer,52.37871,4.84688,Private room,40,2,313,2022-02-01,2.91,2,93,9,0363 A6C0 16C0 2606 7E49
1145140,Charming one bedroom apartment in de Pijp | 2P,6101182,Richard,,Zuid,52.3537,4.88632,Entire home/apt,102,2,25,2020-01-12,0.38,1,0,0,0363 CA01 0CB4 B5A9 C22A
1149380,B&B Calypso Amsterdam,6300541,D.,,Bijlmer-Centrum,52.31774,4.94647,Private room,46,1,412,2022-02-28,4.08,1,300,21,0363 C7EC ACA6 9FE7 6EE5
1149694,Cosy city apartment,6302268,Susan,,Bos en Lommer,52.38231,4.84866,Entire home/apt,75,3,76,2020-03-09,0.71,1,0,0,0363 BBCB 3714 4561 17BA
1152623,New appartment! Next to Vondelpark,6317523,Nigel,,Zuid,52.34592,4.8587,Entire home/apt,153,7,35,2019-09-28,0.39,1,169,0,0363 7E58 C128 B89E E4ED
1155251,cozy spacious 90m2 Jordaan apartment 1,5796250,Remco,,Centrum-West,52.38295,4.88854,Entire home/apt,100,7,38,2021-11-01,0.37,14,244,9,Exempt
1155386,Quietness and the city life,6299692,Mirjam,,De Pijp - Rivierenbuurt,52.34227,4.91217,Entire home/apt,99,6,59,2019-08-19,0.56,1,81,0,03634817FCC961363C8C
1156220,Beautiful designed apartment in old school - West,2748180,Cristina,,De Baarsjes - Oud-West,52.36874,4.86693,Entire home/apt,300,2,4,2019-06-11,0.07,1,0,0,0363 D5ED 8BA5 D7A3 962A
1158662,Apartment & roof terrace near Vondelpark,5331982,Dirk,,De Baarsjes - Oud-West,52.36042,4.86161,Entire home/apt,285,3,49,2021-08-10,0.45,1,0,2,0363 22FD 8632 2FA7 E52E
1162769,Great new appartment in hip part of Amsterdam!,6368949,Hans En Sietske,,Oud-Oost,52.35823,4.92035,Entire home/apt,295,4,10,2020-01-01,0.10,1,103,0,0363 F465 B910 CD53 9D4A
1174506,Cosy stylish apartment in De Pijp,6428213,Roel,,De Pijp - Rivierenbuurt,52.35043,4.90079,Entire home/apt,120,4,42,2019-10-20,0.40,1,130,0,0363 FD67 5B39 9442 2005
1182421,Entire home 120 m2 Amsterdam Noord (+ sweet cat),3136773,Myrthe,,Oud-Noord,52.39259,4.91565,Entire home/apt,90,4,2,2022-02-27,0.28,1,28,2,0363 A2D7 0F59 72B8 6F12
1195666,Lovely family home in Central Amsterdam,6534317,Willemijne,,De Baarsjes - Oud-West,52.36501,4.87918,Entire home/apt,263,5,37,2021-07-31,0.35,1,176,1,03633A22E1C39FBC3D92
1196088,Charming Apartment -Own courtyard,6536417,Wanka,,Oud-Noord,52.38827,4.94617,Entire home/apt,98,2,330,2022-02-24,3.17,1,135,50,03637B6FE171C6D89CC8
1201952,15 min to the center of Amsterdam,6565457,Ekaterina,,Oostelijk Havengebied - Indische Buurt,52.3639,4.93817,Entire home/apt,80,2,22,2019-10-13,0.27,1,0,0,0363 CE4B BB75 46D5 0C5E
1223171,The Green Loft in Amsterdam,6673715,Valeria,,De Baarsjes - Oud-West,52.367088,4.863511,Private room,90,2,390,2022-03-01,3.68,1,245,23,0363 BBF3 C3D6 4F1B E002
1224695,"Clean, light and central apt",6673713,Nynke,,De Baarsjes - Oud-West,52.37006,4.85853,Entire home/apt,132,2,68,2021-10-18,0.68,1,102,2,0363 4466 609B EB08 5856
1225622,Spacious house garden walk through park to centre,6449836,Tamara,,De Baarsjes - Oud-West,52.35936,4.86001,Entire home/apt,149,5,49,2021-08-16,0.46,1,0,1,0363 9A8D AD09 CB57 AC22
1232048,"Cozy & secluded, Garden, Centre, Cheap Parking",5646154,Reinhart,,Oud-Noord,52.38418,4.90779,Private room,75,2,420,2022-03-04,3.98,2,211,26,0363 0E7F 32B4 14AC 35E6
